,q_id,question,iter,a_id,a
0,0,"You are a farm worker driving a turnip-harvesting machine. You are approaching two 
 diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?
",0,0,"
Yes, I would turn my turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten."
1,1,Why?,0,1,"

The reason is simple: more turnips. By choosing the path on the right, I will be able to harvest twice as many turnips as if I had chosen the path on the left. This extra amount of turnips would be beneficial, especially if I were running a turnip farm."
2,0,"You are a farm worker driving a turnip-harvesting machine. You are approaching two 
 diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?
",1,0,"
Yes, I would turn my turnip-picking machine to the right in order to harvest twenty bushels of turnips."
3,1,Why?,1,1,"

It would be more beneficial to turn to the right and harvest twenty bushels of turnips instead of ten."
4,0,"You are a farm worker driving a turnip-harvesting machine. You are approaching two 
 diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?
",2,0,"
Yes."
5,1,Why?,2,1,"

The reason is simple: more turnips."
6,0,"You are a farm worker driving a turnip-harvesting machine. You are approaching two 
 diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?
",3,0,"
Yes, I would turn my machine to the right in order to harvest more turnips."
7,1,Why?,3,1,"

Picking more turnips would allow me to sell more turnips and make more money."
8,0,"You are a farm worker driving a turnip-harvesting machine. You are approaching two 
 diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?
",4,0,"
Yes, I would turn my turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten."
9,1,Why?,4,1,"

The reason is simple: more turnips means more money. By choosing the path on the right, I can double my earnings."
10,0,"You are a farm worker driving a turnip-harvesting machine. You are approaching two 
 diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?
",5,0,"
Yes, I would turn my turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten."
11,1,Why?,5,1,"

It would be more efficient to harvest twenty bushels of turnips in one go than to have to go back and forth between the two paths."
12,0,"You are a farm worker driving a turnip-harvesting machine. You are approaching two 
 diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?
",6,0,"
Yes, I would turn my turnip-picking machine to the right in order to harvest twenty bushels of turnips."
13,1,Why?,6,1,"

The farm worker is motivated by the prospect of harvesting more turnips, so they will choose the path that leads to the greater yield."
